state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
22,Chhattisgarh,छत्तीसगढ़,22.0,375,Bilaspur,बिलासपुर,406.0,3295,Bilaspur,,3295.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,425,Sagar,सागर,427.0,3443,Bina,बीना,3443.0,2024-10-07
10,Bihar,BIHAR,10.0,209,Nalanda,नालंदा,229.0,1383,Bind,बिन्द,1383.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,142,Fatehpur,FATEHPUR,172.0,877,Bindki,,877.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,703,Jhargram,Jhargram,0.0,2442,Binpur - I,,2442.0,2024-10-07
21,Odisha,ODISHA,21.0,373,Sundargarh,SUNDARGARH,374.0,2816,Biramitrapur,,2816.0,2024-10-07
21,Odisha,ODISHA,21.0,355,Jagatsinghapur,JAGATSINGHAPUR,380.0,2941,Biridi,,2941.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,392,Balaghat,बालाघाट,457.0,7033,Birsa,बिरसा,0.0,2024-10-07
20,Jharkhand,झारखंड,20.0,338,Palamu,पलामू,358.0,2624,Bishrampur,,2624.0,2024-10-07
20,Jharkhand,झारखंड,20.0,328,Garhwa,गढ़वा,346.0,2502,Bishunpura,बिशुनपुरा,2502.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,106,Jhunjhunu,JHUNJHUNU,103.0,7218,Bissau,बिसाऊ,0.0,2024-10-07
31,Lakshadweep,LAKSHADWEEP,31.0,553,Lakshadweep District,LAKSHADWEEP DISTRICT,587.0,5621,Bitra,,5621.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,501,Adilabad,ఆదిలాబాద్,532.0,4324,Boath,బోథ్,4324.0,2024-10-07
10,Bihar,BIHAR,10.0,196,Gaya,गया,236.0,1505,Bodh Gaya,बोधगया,1505.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550.0,5159,Bogole,,5159.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,679,Siang,,0.0,1643,Boleng Adc,,1643.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,242,West Kameng,WEST KAMENG,246.0,6568,Bomdila Hq,Bomdila HQ,0.0,2024-10-07
21,Odisha,ODISHA,21.0,373,Sundargarh,SUNDARGARH,374.0,2819,Bondamunda,,2819.0,2024-10-07
18,Assam,ASSAM,18.0,281,Bongaigaon,BONGAIGAON,319.0,2110,Bongaigaon (Pt),,2110.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,229,Changlang,CHANGLANG,253.0,1683,Bordumsa Adc,Bordumsa ADC,1683.0,2024-10-07
21,Odisha,ODISHA,21.0,363,Koraput,KORAPUT,398.0,3200,Boriguma,,3200.0,2024-10-07
14,Manipur,MANIPUR,14.0,713,Jiribam,,0.0,6490,Borobekra,,0.0,2024-10-07
24,Gujarat,GUJARAT,24.0,676,Botad,BOTAD,0.0,3850,Botad,,3850.0,2024-10-07
21,Odisha,ODISHA,21.0,373,Sundargarh,SUNDARGARH,374.0,2820,Brahmani Tarang,,2820.0,2024-10-07
21,Odisha,ODISHA,21.0,354,Ganjam,GANJAM,388.0,3099,Brahmapur (M.Corp.),,3099.0,2024-10-07
21,Odisha,ODISHA,21.0,357,Jharsuguda,JHARSUGUDA,371.0,2775,Brajarajnagar,,2775.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,427,Sehore,सीहोर,445.0,3588,Budni,बुदनी,3588.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,94,Bundi,BUNDI,121.0,626,Bundi,,626.0,2024-10-07
15,Mizoram,MIZORAM,15.0,265,Lunglei,LUNGLEI,286.0,1912,Bunghmun,Bunghmun,1912.0,2024-10-07
15,Mizoram,MIZORAM,15.0,264,Lawngtlai,LAWNGTLAI,287.0,1918,Bungtlang S,Bungtlang S,1918.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,397,Burhanpur,बुरहानपुर,467.0,6972,Burhanpur Nagar,बुरहानपुर नगर,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,319,Murshidabad,MURSHIDABAD,333.0,2248,Burwan,,2248.0,2024-10-07
35,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,35.0,603,Nicobars,NICOBARS,638.0,5916,Car Nicobar,,5916.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,530,Vijayapura,ವಿಜಯಾಪುರ,557.0,7070,Chadachan,,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,505,East Godavari,EAST GODAVARI,545.0,4959,Chagallu,,4959.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,158,Kaushambi,KAUSHAMBI,174.0,887,Chail,,887.0,2024-10-07
21,Odisha,ODISHA,21.0,359,Kandhamal,KANDHAMAL,390.0,3116,Chakapada,,3116.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,135,Chandauli,CHANDAULI,196.0,994,Chakia,,994.0,2024-10-07
10,Bihar,BIHAR,10.0,213,Purbi Champaran,पूर्वी चंपारण,204.0,1051,Chakia(Pipra),चकिया,1051.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,783,Jaipur (Gramin),जयपुर (ग्रामीण),,550,Chaksu,,550.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,481,Latur,लातूर,524.0,4230,Chakur,चाकूर,4230.0,2024-10-07
32,Kerala,KERALA,32.0,566,Thrissur,തൃശ്ശൂര്‍,594.0,5939,Chalakkudy,ചാലക്കുടി,0.0,2024-10-07
14,Manipur,MANIPUR,14.0,712,Kangpokpi,,0.0,6489,Champhai,,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,316,Malda,MALDA,332.0,2210,Chanchal - I,,2210.0,2024-10-07
21,Odisha,ODISHA,21.0,369,Puri,PURI,387.0,3065,Chandanpur,,3065.0,2024-10-07
10,Bihar,BIHAR,10.0,209,Nalanda,नालंदा,229.0,1381,Chandi,चण्डी,1381.0,2024-10-07
20,Jharkhand,झारखंड,20.0,341,Saraikela Kharsawan,सरायकेला खरसावां,369.0,2748,Chandil,,2748.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,312,Hooghly,HOOGHLY,338.0,2351,Chanditala - I,,2351.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,312,Hooghly,HOOGHLY,338.0,2352,Chanditala - II,,2352.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,649,Balrampur-Ramanujganj,बलरामपुर-रामानुजगंज,0.0,7254,Chando,CHANDO,0.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,132,Bijnor,BIJNOR,134.0,716,Chandpur,,716.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,468,Amravati,अमरावती,503.0,4013,Chandur Railway,चांदूर रेल्वे,4013.0,2024-10-07
20,Jharkhand,झारखंड,20.0,335,Latehar,लातेहार,359.0,2643,Chandwa,चंदवा,2643.0,2024-10-07
20,Jharkhand,झारखंड,20.0,334,Koderma,कोडरमा,348.0,2530,Chandwara,चंदवारा,2530.0,2024-10-07
20,Jharkhand,झारखंड,20.0,339,Ranchi,रांची,364.0,2694,Chanho,,2694.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,535,Davangere,ದಾವಣಗೆರೆ,567.0,5514,Channagiri,ಚನ್ನಗಿರಿ,5514.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,539,Hassan,ಹಾಸನ,574.0,5560,Channarayapatna,ಚನ್ನರಾಯಪಟ್ಟಣ,5560.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,504,Y.S.R.,,551.0,5213,Chapad,,5213.0,2024-10-07
10,Bihar,BIHAR,10.0,218,Saran,सारण,219.0,1258,Chapra,,1258.0,2024-10-07
21,Odisha,ODISHA,21.0,371,Sambalpur,SAMBALPUR,372.0,2796,Charamal,,2796.0,2024-10-07
10,Bihar,BIHAR,10.0,193,Bhojpur,भोजपुर,231.0,1430,Charpokhari,चरपोखरी,1430.0,2024-10-07
20,Jharkhand,झारखंड,20.0,322,Bokaro,बोकारो,355.0,2595,Chas,,2595.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,23,Shimla,SHIMLA,33.0,185,Chaupal,,185.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,109,Kota,KOTA,127.0,7375,Chechat,चेचट,0.0,2024-10-07
13,Nagaland,NAGALAND,13.0,247,Mon,MON,261.0,1753,Chen,,1753.0,2024-10-07
32,Kerala,KERALA,32.0,554,Alappuzha,ആലപ്പുഴ,598.0,5677,Chengannur,ചെങ്ങന്നൂര്‍,5677.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,754,Sri Sathya Sai,Sri Sathya Sai,0.0,5347,Chennekothapalli,చెన్నేకొత్తపల్లి,5347.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,692,Siddipet,సిద్దిపేట,0.0,4672,Cherial,చేర్యాల,4672.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,518,Ranga Reddy,రంగా రెడ్డి,537.0,4529,Chevella,చేవెళ్ళ,4529.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,730,Chengalpattu,செங்கல்பட்டு,0.0,5711,Cheyyur,,5711.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,428,Seoni,सिवनी,456.0,3660,Chhapara,छपारा,3660.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,398,Chhatarpur,छ्तरपुर,425.0,3429,Chhatarpur,छतरपुर,3429.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,398,Chhatarpur,छ्तरपुर,425.0,7006,Chhatarpur Nagar,छतरपुर नगर,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,305,Bankura,BANKURA,339.0,2359,Chhatna,,2359.0,2024-10-07
21,Odisha,ODISHA,21.0,354,Ganjam,GANJAM,388.0,3085,Chhatrapur,,3085.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,642,Sukma,सुकमा,0.0,3374,Chhindgarh,,3374.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,399,Chhindwara,छिन्दवाड़ा,455.0,7020,Chhindwara Nagar,छिंदवाडा नगर,0.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,99,Dungarpur,DUNGARPUR,124.0,6059,Chikhali,Chikhali,0.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,4,Doda,DODA,16.0,6754,Chilly Pingal,Chilly Pingal,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,689,Jangoan,జనగాం,0.0,6259,Chilpur,చిల్పూర్,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,750,Bapatla,Bapatla,0.0,5125,Chinaganjam,,5125.0,2024-10-07
13,Nagaland,NAGALAND,13.0,249,Tuensang,TUENSANG,267.0,1822,Chingmei,,1822.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,752,Tirupati,Tirupati,0.0,5385,Chinnagottigallu,,5385.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,692,Siddipet,సిద్దిపేట,0.0,4460,Chinnakodur,చిన్నకోడూర్,4460.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,693,Wanaparthy,వనపర్తి,0.0,6287,Chinnambavi,చిన్నంబావి,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,0.0,6314,Chintalamanepally,చింతాల మానెపల్లి,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,509,Khammam,ఖమ్మం,541.0,4760,Chinthakani,చింతకాని,4760.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,504,Y.S.R.,,551.0,5231,Chinthakommadinne,,5231.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,106,Jhunjhunu,JHUNJHUNU,103.0,488,Chirawa,,488.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,779,Sanchore,सांचौर,,6046,Chitalwana,,0.0,2024-10-07
20,Jharkhand,झारखंड,20.0,607,Ramgarh,रामगढ़,361.0,2664,Chitarpur,,2664.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,625,Shopian,SHOPIAN,13.0,6799,Chitragam,Chitragam,0.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,638,Singrauli,सिंगरौली,463.0,3703,Chitrangi,चित्रांगी,3703.0,2024-10-07
32,Kerala,KERALA,32.0,563,Palakkad,പാലക്കാട്,593.0,5650,Chittur,ചിറ്റൂര്‍,5650.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,678,Namsai,,0.0,1731,Chongkham Eac,Chongkham EAC,1731.0,2024-10-07
24,Gujarat,GUJARAT,24.0,459,Surat,SURAT,492.0,3938,Chorasi,,3938.0,2024-10-07
21,Odisha,ODISHA,21.0,350,Cuttack,CUTTACK,381.0,2954,Choudwar,,2954.0,2024-10-07
13,Nagaland,NAGALAND,13.0,757,Tseminyu,Tseminyu,0.0,5987,Chunlikha,,0.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,433,Sidhi,सीधी,462.0,3698,Churhat,चुरहट,3698.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,569,Coimbatore,COIMBATORE,632.0,5897,Coimbatore North,,5897.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,569,Coimbatore,COIMBATORE,632.0,5898,Coimbatore South,,5898.0,2024-10-07
21,Odisha,ODISHA,21.0,344,Anugul,ANUGUL,384.0,3007,Colliery,,3007.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,308,Cooch Behar,COOCH BEHAR,329.0,2184,Cooch Behar - II,,2184.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,570,Cuddalore,CUDDALORE,617.0,5789,Cuddalore,,5789.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,762,Sakti,सक्ती,0.0,3284,Dabhra,,3284.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,407,Gwalior,ग्वालियर,421.0,3400,Dabra,डबरा,3400.0,2024-10-07
6,Haryana,HARYANA,6.0,74,Sirsa,SIRSA,79.0,389,Dabwali,,389.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,18,Kangra,KANGRA,24.0,6918,Dadasiba,,0.0,2024-10-07
6,Haryana,HARYANA,6.0,701,Charki Dadri,CHARKI DADRI,0.0,402,Dadri,,402.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550.0,5166,Dagadarthi,,5166.0,2024-10-07
38,The Dadra And Nagar Haveli And Daman And Diu,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,463,Daman,DAMAN,495.0,3948,Daman,,3948.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,721,Narayanpet,నారాయణ్ పేట్,0.0,4553,Damargidda,దామర్ గిద్ద,4553.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,235,Lower Dibang Valley,LOWER DIBANG VALLEY,258.0,1725,Dambuk Adc,Dambuk,1725.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,514,Nalgonda,నల్గొండ,539.0,4663,Dameracherla,దామెరచర్ల,4663.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,400,Damoh,दमोह,428.0,6999,Damyanti Nagar,दमयन्ती नगर,0.0,2024-10-07
18,Assam,ASSAM,18.0,281,Bongaigaon,BONGAIGAON,319.0,7110,Dangtal Revenue Circle,,0.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,5,Jammu,JAMMU,21.0,6712,Dansal,Dansal,0.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,376,Dakshin Bastar Dantewada,दक्षिण बस्तर दंतेवाड़ा,416.0,3369,Dantewada,,3369.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,243,West Siang,WEST SIANG,250.0,1628,Darak Circle,Darak,1628.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,374,Bastar,बस्तर,414.0,3366,Darbha,,3366.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,18,Kangra,KANGRA,24.0,6901,Dareeni,,0.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,12,Rajouri,RAJOURI,6.0,21,Darhal,,21.0,2024-10-07
10,Bihar,BIHAR,10.0,218,Saran,सारण,219.0,1264,Dariapur,दरियापुर,1264.0,2024-10-07
21,Odisha,ODISHA,21.0,359,Kandhamal,KANDHAMAL,390.0,3125,Daringbadi,,3125.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,724,Leparada,LEPARADA,0.0,1637,Daring Circle,,1637.0,2024-10-07
15,Mizoram,MIZORAM,15.0,261,Aizawl,AIZAWL,283.0,1902,Darlawn,,1902.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,468,Amravati,अमरावती,503.0,4011,Daryapur,दर्यापूर,4011.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,318,Paschim Medinipur,PASCHIM MEDINIPUR,344.0,2450,Daspur - II,,2450.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,680,Nirmal,నిర్మల్,0.0,6207,Dasturabad,దస్తూరబాద్,0.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,133,Budaun,BUDAUN,149.0,783,Dataganj,,783.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,401,Datia,दतिया,422.0,3405,Datia,दतिया,3405.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,521,Vizianagaram,VIZIANAGARAM,543.0,4823,Dattirajeru,,4823.0,2024-10-07
10,Bihar,BIHAR,10.0,189,Aurangabad,औरंगाबाद,235.0,1476,Daudnagar,दाऊदनगर,1476.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,649,Balrampur-Ramanujganj,बलरामपुर-रामानुजगंज,0.0,7251,Daura-Kochali,दौरा-कोचली,0.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,97,Dausa,DAUSA,109.0,536,Dausa,,536.0,2024-10-07
21,Odisha,ODISHA,21.0,351,Deogarh,DEOGARH,373.0,2800,Debagarh,,2800.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,318,Paschim Medinipur,PASCHIM MEDINIPUR,344.0,2462,Debra,,2462.0,2024-10-07
24,Gujarat,GUJARAT,24.0,452,Narmada,NARMADA,487.0,3911,Dediapada,,3911.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,110,Nagaur,NAGAUR,112.0,563,Degana,,563.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,23,Shimla,SHIMLA,33.0,6958,Deha,,0.0,2024-10-07
10,Bihar,BIHAR,10.0,215,Rohtas,रोहतास,234.0,1473,Dehri,डिहरी,1473.0,2024-10-07
21,Odisha,ODISHA,21.0,369,Puri,PURI,387.0,3056,Delanga,,3056.0,2024-10-07
7,Delhi,DELHI,7.0,79,New Delhi,NEW DELHI,94.0,452,Delhi Cantonment,,452.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,748,Eluru,Eluru,0.0,4967,Denduluru,,4967.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,472,Buldhana,बुलढाणा,500.0,3985,Deolgaon Raja,देउळगाव राजा,3985.0,2024-10-07
18,Assam,ASSAM,18.0,288,Golaghat,GOLAGHAT,313.0,2084,Dergaon,,2084.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,475,Gadchiroli,गडचिरोली,508.0,4052,Desaiganj (Vadasa),देसाईगंज (वडसा),4052.0,2024-10-07
10,Bihar,BIHAR,10.0,224,Vaishali,वैशाली,220.0,1281,Desri,देसरी,1281.0,2024-10-07
24,Gujarat,GUJARAT,24.0,438,Ahmedabad,AHMEDABAD,474.0,3778,Detroj-Rampura,,3778.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,585,Sivaganga,SIVAGANGA,622.0,5831,Devakottai,,5831.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,378,Durg,दुर्ग,409.0,3316,Dhamdha,,3316.0,2024-10-07
24,Gujarat,GUJARAT,24.0,441,Banas Kantha,BANAS KANTHA,469.0,3734,Dhanera,,3734.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,312,Hooghly,HOOGHLY,338.0,2343,Dhaniakhali,,2343.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,643,Kondagaon,कोंडागांव,0.0,7320,Dhanora,धनोरा,0.0,2024-10-07
21,Odisha,ODISHA,21.0,354,Ganjam,GANJAM,388.0,3079,Dharakote,,3079.0,2024-10-07
3,Punjab,PUNJAB,3.0,38,Moga,MOGA,42.0,5996,Dharamkot,,0.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,478,Jalgaon,जळगाव,499.0,3968,Dharangaon,धरणगाव,3968.0,2024-10-07
24,Gujarat,GUJARAT,24.0,439,Amreli,AMRELI,480.0,3845,Dhari,,3845.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,629,Pratapgarh,PRATAPGARH,131.0,696,Dhariawad,,696.0,2024-10-07
3,Punjab,PUNJAB,3.0,662,Pathankot,PATHANKOT,0.0,200,Dhar Kalan,,200.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,485,Nanded,नांदेड,511.0,4104,Dharmabad,धर्माबाद,4104.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,468,Amravati,अमरावती,503.0,4001,Dharni,धारणी,4001.0,2024-10-07
21,Odisha,ODISHA,21.0,373,Sundargarh,SUNDARGARH,374.0,2807,Dharuadihi,,2807.0,2024-10-07
6,Haryana,HARYANA,6.0,72,Rewari,REWARI,85.0,6463,Dharuhera St,धारूहेड़ा,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,698,Vikarabad,వికారాబాద్,0.0,4531,Dharur,ధారూరు,4531.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,470,Beed,बीड,523.0,4223,Dharur,धारूर,4223.0,2024-10-07
18,Assam,ASSAM,18.0,284,Dhemaji,DHEMAJI,308.0,2055,Dhemaji,,2055.0,2024-10-07
21,Odisha,ODISHA,21.0,352,Dhenkanal,DHENKANAL,383.0,2999,Dhenkanal Sadar,,2999.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,114,Sikar,SIKAR,111.0,6387,Dhod,धोद,0.0,2024-10-07
24,Gujarat,GUJARAT,24.0,438,Ahmedabad,AHMEDABAD,474.0,6167,Dholera,Dholera,0.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,90,Barmer,BARMER,115.0,6050,Dhorimanna,,0.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,622,Kulgam,KULGAM,15.0,61,D H Pora,,61.0,2024-10-07
24,Gujarat,GUJARAT,24.0,460,Surendranagar,SURENDRANAGAR,475.0,3789,Dhrangadhra,,3789.0,2024-10-07
24,Gujarat,GUJARAT,24.0,447,Jamnagar,JAMNAGAR,477.0,3816,Dhrol,,3816.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,397,Burhanpur,बुरहानपुर,467.0,7402,Dhulcot,धूलकोट,0.0,2024-10-07
10,Bihar,BIHAR,10.0,190,Banka,बांका,225.0,1348,Dhuraiya,धोरैया,1348.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,304,South 24 Parganas,SOUTH 24 Parganas,343.0,2427,Diamond Harbour - II,,2427.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,768,Didwana-Kuchaman,डीडवाना-कुचामन,,558,Didwana,,558.0,2024-10-07
21,Odisha,ODISHA,21.0,354,Ganjam,GANJAM,388.0,3096,Digapahandi,,3096.0,2024-10-07
38,The Dadra And Nagar Haveli And Daman And Diu,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,464,Diu,DIU,494.0,3947,Diu,,3947.0,2024-10-07
18,Assam,ASSAM,18.0,709,Hojai,,0.0,2039,Doboka,,2039.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,526,Bengaluru Rural,ಬೆಂಗಳೂರು ಗ್ರಾಮಾಂತರ,583.0,5602,Dodda Ballapur,ದೊಡ್ಡಬಳ್ಳಾಪುರ,5602.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,23,Shimla,SHIMLA,33.0,193,Dodra Kwar,,193.0,2024-10-07
24,Gujarat,GUJARAT,24.0,641,Tapi,,493.0,6200,Dolvan,,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,319,Murshidabad,MURSHIDABAD,333.0,2235,Domkal,,2235.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,388,Rajnandgaon,राजनंदगांव,408.0,3304,Dongargarh,,3304.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,517,Prakasam,PRAKASAM,549.0,5100,Dornala,,5100.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,8,Kupwara,KUPWARA,1.0,6786,Drugmulla,Drugmulla,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,307,Birbhum,BIRBHUM,334.0,2266,Dubrajpur,,2266.0,2024-10-07
20,Jharkhand,झारखंड,20.0,327,East Singhbum,पूर्वी सिंघभूम,357.0,2610,Dumaria,,2610.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,745,Alluri Sitharama Raju,Alluri Sitharama Raju,0.0,4843,Dumbriguda,,4843.0,2024-10-07
10,Bihar,BIHAR,10.0,194,Buxar,बक्सर,232.0,1440,Dumraon,डुमरॉंव,1440.0,2024-10-07
20,Jharkhand,झारखंड,20.0,329,Giridih,गिरिडीह,349.0,2543,Dumri,डुमरी,2543.0,2024-10-07
10,Bihar,BIHAR,10.0,220,Sheohar,शिवहर,205.0,1061,Dumri Katsari,डूमरी कटसरी,1061.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,116,Tonk,TONK,120.0,6910,Duni,दूनी,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,751,Palnadu,Palnadu,0.0,5042,Durgi,,5042.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,748,Eluru,Eluru,0.0,4955,Dwarakatirumala,,4955.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,584,Salem,SALEM,608.0,5738,Edappadi,,5738.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,317,Purba Medinipur,PURBA MEDINIPUR,345.0,2491,Egra - I,,2491.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,508,Karimnagar,కరీంనగర్,534.0,6234,Ellandakunta,ఇల్లంతకుంట,0.0,2024-10-07
21,Odisha,ODISHA,21.0,355,Jagatsinghapur,JAGATSINGHAPUR,380.0,2938,Ersama,,2938.0,2024-10-07
